name,date,likes,comment,sentiment,source
Djezzy,19/07/20 21:25:34,0,مرحباندعوك لمراسلتنا علي Messenger لمساعدتك الخدمه :),0,fb
Rami Martinez Rami,19/07/20 23:56:03,0,الخدمه راهي كارثيه كنكسيو تنوض بكري نكونيكتي وفي المساء كاارثه نخلصو الدراهم كرهنا,-1,fb
مرام مرام,20/07/20 12:14:32,0,salamdjezzy,0,fb
Good Good,20/07/20 14:09:13,0,فلكسيت 1200 سرقو 250 متخافوش ربي,-1,fb
Redouane Chenafa,21/07/20 07:02:56,0,المشكله الكبيره ان مره اريد ارسال رساله صوتيه تخرجلي خياراتكم مرات قصد نزيد نخلص معطيات Pardon mais ergonomiquement parlant 020,-1,fb
Abdo Abdo,27/07/20 17:03:29,0,نشاكي يخرجو العروض الهدايا,0,fb
Kadi Kadanov,27/07/20 17:08:15,0,نسرين زيدي ريبوندلي نربح المره فاتت  مرتاح  زهره سمحيلي مي سمحت بغيتي  فوق الراس,0,fb
Hamdi Hamdi,27/07/20 17:08:35,0,اطلقوا كونكس,-1,fb
Fåt Ãh,27/07/20 17:08:47,1,شكرا جازي لقد فزت هاتف ذكي ريبوندي عليا خاص اخت زهره عندي استفسار,0,fb
Keyser Söze,27/07/20 17:10:01,0,Msg privé envoyerveuillez prendre en compte svp,0,fb
Aexander Digheche,27/07/20 17:10:31,2,تستهزاو بينا وشمن شيكي تخلصهم بدراهم مش باطل,-1,fb
صاحب الأبتسامة,27/07/20 17:12:14,2,انترنت جازي ثقيله بزاف حتي مولينش نقدرو نستعملو الانترنت,-1,fb
Sami Sami,27/07/20 17:17:05,2,بيها جيزي هادا ليام؟ عندي هايله بزاف، نحب نتيليشارجي افلام خاصه اوقات يكون الضغط قليل بالتالي تكون السرعه اكثر، الايام تهبط حاجه جيغا تثقال، بمعني توصل لواحد جيغا التليشارجومو تولي بطيءه بطيءه جدا كانها شيء متعمد، علي ماش مره واحده تصرالياذا بصواردنا زيد تتعمدو ثقلونا سرعه التدفق بقي مالا ؟,-1,fb
Djezzy,27/07/20 17:22:43,1,مساء الخير، جرب حظك يوم هدايا للربح :) زهره جازي,0,fb
Asmaå Fatim,27/07/20 17:23:08,0,دجيزي ندير ربط المكالمات بغيت نديرها ومخرجتش,0,fb
Nacer   Ben Chouhra,27/07/20 17:23:37,3,انترنت ضعيفه جدا جدا,-1,fb
Sophi Tia,27/07/20 17:27:28,0,Répondez moi en privé svp,0,fb
Amina Zaineb,27/07/20 17:32:16,0,رجعت بيس لجيزي هايله وندمت نحيها ؟؟,0,fb
Zack Arc,27/07/20 17:39:19,1,يخص ضعف التدفق 3g et 4gراسلتكم الخاص، رد,-1,fb
HAï Tem,27/07/20 17:43:43,0,Répondez moi en privé svp,0,fb
Djezzy,27/07/20 17:59:27,0,مرحبا،مبروك، لقد تم الرد علي رسالتك الخاص :) زهره جازي,0,fb
اللورد اون باغصون,27/07/20 18:02:18,1,ريزو ناقص بزاف والتغطيه نتاع الانترنيت شبه منعدمه بلاصه نسكنو,-1,fb
Merzak Kamel,27/07/20 18:04:11,0,ران بعتلك مشكل خاص ردي عليا يازهره,0,fb
Rãyän Rãÿyän,27/07/20 18:06:04,3,حسبي الله ونعم الوكيل راكم تسرقولي ليزينيتي,-1,fb
دكر يات,27/07/20 18:08:48,2,فتحونا لابيس علاه لمنكر هدا,-1,fb
Yas Sin,27/07/20 18:14:03,0,الشبكه ضعيفه  حزين  ما يعجبش 🏻,-1,fb
عبدالقادر ابوعبدالرحمن بن ذهيبة,27/07/20 18:14:26,1,اطلقونا 4gربي يهديكم حقرتونا,-1,fb
Îhab Benaicha,27/07/20 18:31:13,1,نفليكسي يسرقولي خمسالاف شكون راهي تدي زهره نسرين  ماقنعش,-1,fb
Jimi Karter,27/07/20 18:33:09,1,يخصنا عرض لانترنت محدوده,0,fb
EsMa Essoum,27/07/20 18:43:26,0,Ou et comment joué,0,fb
Long,27/07/20 18:46:06,1,عندي اشتراك 1200دج نحب نتصل بخدمه الزباءن تقولي رصيدك كافي ؟؟ عندي مشكل غلقتولي شريحه جيزي ؟ متي اللامبالات بالزبون ؟ اذا فتحتوش الشريحه ناكدلكم اني نغير المتعامل موبيليس,-1,fb
Jaouad Toto,27/07/20 18:46:21,0,انترنت سيءه,-1,fb
You Yous,27/07/20 19:07:36,1,انترنيت رديءه جدا ، رغم انني العاصمه ، يقول يسكن برا,-1,fb
Djezzy,27/07/20 19:14:07,0,تم الرد,0,fb
براء قصي,27/07/20 19:37:16,0,خدمه امتياز متوقفه 15 يوم اين الخلل؟؟ ومتي يتم اصلاحه؟؟,0,fb
Küçük Äñńe,27/07/20 19:39:23,0,الكادو ديالي وقتاه يجيني بعثتلكم فالخاص رجعو عليا  تعبان بزاف  تعبان بزاف,0,fb
Djezzy,27/07/20 19:55:09,0,تم الرد علي رسالتك جازي  بخير,0,fb
Sid Ali Rebah,27/07/20 20:20:59,2,Djezzyاحيطكم علما بانه لديكم افشل شبكه انترنت علي مستوي ولايه البويره يجاورها شبكه تسبب الارهاق العصبي التعب النفسي,-1,fb
Amin Amini,27/07/20 20:26:01,0,لماذا لاتردوا الخاص؟تردوا برساله وبعدها متزيدوش تبانوا,0,fb
Djamel Mca Gherbi,27/07/20 20:49:57,0,راني بعثتلكم ميساج علي الخاص يرحم والديكم ريڨليولي لفليكسي ترجعولي ميساج علامات استفهام تستغباو فينا,0,fb
Yassmine Eline,27/07/20 21:03:29,0,جيزي وقفتولي لبيس,0,fb
Yassmine Eline,27/07/20 21:03:35,1,ردو عليا خاص,0,fb
Zien Zakaria,27/07/20 21:31:10,0,افليكسيلي 100da ندورها موبيليس,-1,fb
Amir Sista,27/07/20 21:32:53,4,سلام جيزي ربحت des accessoires ربحت exact وواش ندير نجيبهم,0,fb
Akram Kou,27/07/20 22:36:54,0,زهره راها تلاقي خخ  ضحك   ضحك  في منافسه محتدمه زهره ونسرين فاها علاوه يربوندو عليما كثر  فوق الراس,0,fb
Djouama Mouiz,28/07/20 01:00:34,0,نديروا ينقص الرصيد ؟,0,fb
Tid Kazinaksi,28/07/20 01:41:29,0,جيزي علي وجه ربي العروض امتياز درت 30 جيغا تسواش 30 ميغا ب100الف ؟؟و البيس ولاه تقبلش بون ؟,0,fb
Ask Îm,28/07/20 06:46:54,9,Djezzy نوكل ربي اذا ماقلتوليش نح الكويز راني خااسره يوم 25 دج كامل راها تعاني حطو منشور مسقم نديزاكتيفوها جاوبوني الرحمه علي الوالدين,-1,fb
Djezzy,28/07/20 08:23:55,0,مرحبا ناكد انه سيتم الرد علي رسالتك الخاص فور الاطلاع علي تواصلك  بخير,0,fb
Djezzy,28/07/20 08:28:16,2,مرحبانعتذر الاضطرابات الشبكه وندعوك لتقديم عبر رساله خاصه(Messenger) توضيح علي الاشكال التغطيه والانترنت بالمنطقه تتواجد رقمك الهاتفي والعنوان وكذلك احداثيات المنطقه (GPS) لتحويله المصلحه التقنيهشكرا :),0,fb
لعنة آذار,28/07/20 10:14:13,0,عندي مشكل فالبيس نجي نعيط تقولولي عيطي ل77وكي نعيط 77تزيدو تقولولي عيطي 77وكيفاه ندير دك فضلك شوفولي حل وزيد راني نسكن بعيده علي لاجونس جيزي نديبلاصي باه نروح ليها ومع لمرض اك تعرفو نورمالمو ديرو حسابكم للحجات اذي ارجو الرد اقرب وقت,-1,fb
Djezzy,28/07/20 11:17:34,5,"مساء الخير،يمكنك الغاء اللعبه خلال الضغط علي الثلاث الخطوط الموجوده اعلي شاشه هاتفك علي اليمين الضغط علي "" Désinscrire"" :) زهره جازي",0,fb
Allal Mehiaoui,28/07/20 11:20:29,2,شكرا جيزي لقد استلمت هديه,0,fb
Has Sen,28/07/20 11:32:40,0,كونكسيون ثقيله بزاف هدو ليامات وعلاش,-1,fb
Sam Winston,28/07/20 12:25:23,0,الانترنت بيها هذو ليامات نخلصو بدراهمنا ومكان والو ؟؟,-1,fb
Djezzy,28/07/20 12:51:44,0,تم الرد :),0,fb
Îmęn Mįnã,28/07/20 13:10:27,0,اكتيفيت 800 دج عطاولي 15 جيڨا و200 دج هدره مي 3 ايام حبست مهيش تخدم بطاقه سيم مزال استعملتهاش ندير راهي تخرجلي اسم المستخدم نكتب ربي يخليكم جاوبوني,0,fb
وسام رحمة مسعودي,28/07/20 16:44:29,0,السلام جيزي الافضل ناحيه العروض وجامي سرقتوني نكتيفي نفليكسي فقط الفيسبوك راو ثقيل بزاف حتي نعيا,-1,fb
Boualam Ahmed,28/07/20 16:51:12,0,عييت نشاكي ديت والو العروض تتعاود يوم,-1,fb
Chôurõuk Chøchő,28/07/20 18:33:21,0,ياجدكم كونكسيو كامل راحت هكاك لاريزو لوالو بعثتلكم بريفي ردو بدراهمنا مناش نطلبو,-1,fb
Ra Ouf,28/07/20 18:50:10,0,4 ايام ول cnx تقيله (قريب قع) مفهمتش نخلص cnx نستعملهاش؟؟ وكي يخلاص الشهر تنحو gb مستعملتهمش؟؟ (alger),-1,fb
Ïmane Rosita,28/07/20 19:00:14,0,فضلكم ردو عليا الخاص,0,fb
Sofiane Ahmed Ali,28/07/20 19:20:12,0,Yak je ne suis pas obligé d être connecté avec la 4G de Djezzy je peux le faire avec la WIFI de la maison normal,0,fb
Messadi Amine,28/07/20 19:42:56,1,الانترنت تاعكم للاسف صفر فوق صفر,-1,fb
Zah Ra,28/07/20 22:06:14,0,ياو ملي فليكسيت وانا ندعي قريب يخلاص الشهر وفيديو الناس مانقدرش نتفرجلو يفوت عليا سوايع وانا نصيد فريزو حيخلاص الشهر والكونكسيون رهج ندمتوني علي الساعه فليكسيت بقيت بفيس زيرو ارحم دراهم مانيش نلقاهم مرميين فلرض اني نطيح ونوض باه نطمهم فلخر مانخدمش بيهم كونكسيون الناس هدره تتمسخرو بينا بعمركم الله لاتربحكم  غاضب  غاضب,-1,fb
Zah Ra,28/07/20 22:06:15,0,ياو ملي فليكسيت وانا ندعي قريب يخلاص الشهر وفيديو الناس مانقدرش نتفرجلو يفوت عليا سوايع وانا نصيد فريزو حيخلاص الشهر والكونكسيون رهج ندمتوني علي الساعه فليكسيت بقيت بفيس زيرو ارحم دراهم مانيش نلقاهم مرميين فلرض اني نطيح ونوض باه نطمهم فلخر مانخدمش بيهم كونكسيون الناس هدره تتمسخرو بينا بعمركم الله لاتربحكم  غاضب  غاضب,-1,fb
Nadjim Bennari,28/07/20 22:28:59,2,الخراالريزو ال4g طالع كونكسيو ثقيله مينداك تروحاتصالات الخرا كامل سراقين المتعاملبن دزاير,-1,fb
Aladin Meff,28/07/20 22:41:35,0,خدمه انترنت رديءه جدا المستوي حسبنا الله ونعم الوكيل شهر نخلص 1500 دج بصح جامي استعملت ربع ليجيغا هادوك والله نسمحلكم,-1,fb
Meriem Hamadi,29/07/20 00:22:58,0,ربحت سمارت فون ليوم وبعثتولي ميساج اذا ايريس كوندور خليوه احتراماتي,0,fb
Aissa Arrive,29/07/20 10:09:21,0,عمال جيزي ياكلون الحرام جهنم تنتظرهم بفارغ الصبر,-1,fb
Ridha Øü,29/07/20 12:50:56,1,الكونكسيون الواحد كره منكم والله الناس تشكي وانتم عاجبكم الحال,-1,fb
Mohamed Karim,29/07/20 16:19:14,0,درت عرض1500daوندمت شد انترنات3ايام فقط وكيلكم ربي جيزي 20سنه سرقه ومشبعتوش,-1,fb
Faiza Al,29/07/20 16:59:27,0,pourquoi votre site pour recharger en ligne ne fonctionne pas jessaie depuis plusieurs jours,0,fb
Belaid Heddane,30/07/20 07:36:59,0,دجيزي الله يحفظكم بعثولنا لبونيس لكونكسيو ولهدره لالين 1300دج خلاصولنا وعدوا لعيد نقارعو حتي 1فشهر؟,0,fb
صبرينه صبرين,30/07/20 12:29:48,0,راحتلي تبحرتلي لابيس وحابه نعاود نرجعهاوالفاتوره تاني تبحرتليقولولي ندير نردها محتاجتها ضروري,0,fb
Article Homme En Gros,30/07/20 15:36:50,0,تخلونا حتا نفكسيو 1500دج اومبعد الكنكسيو تولي تقيله اليوم الكونيكسيو عيانه كامل والله ندمت لليكسيت لوكان بدلت خير,-1,fb
Ñouur Éddine,30/07/20 16:09:35,0,سرعه تدفق منعدمه هاد ليام حتا وليت نفكر نبعلع جدها ونبدل الشريحه ياو ريڨلوها لهلا تربحكم انشالله,-1,fb
Aymen Meriah,31/07/20 08:13:22,0,صحا عيدكم بهديكم ربي اعطوني الكادو عندي ثلاث شهور ملي ربحتو ملحقش حشمة ‍ رجل ️ حشمة ‍ رجل ️ يتوسل  يتوسل,0,fb
Fona Fona,31/07/20 15:24:05,0,انترنث سيءه عندي 12 جيغا مقدرت ندير بيها والو الكوناكسيو ساعه تروح ساعه تجي,-1,fb
Rami Martinez Rami,08/01/20 11:19:29,0,جيزي حسنو الخدمه يرحم والديكم راهي موبيليس احسن ناحيه كونكسيو ماتخليوناش نبدلو,-1,fb
Nãbįl Ťähari Lyôvî,08/02/20 0:16:58,0,قوليلي جد الفوطو يبعثوهالي ليه نكليكي عليهه وتكتب استعمل الانترنات تخرج هاو خلي جدهه تخرج هكاك دلي الخدمه,0,fb
Kadi Kadanov,21/07/20 18:25:08,1,زهره جامي ربحت تربحوني ليوم بغيتي زعمه  فوق الراس,0,fb
Rayan Ilyes,21/07/20 18:28:42,0,الغي ميزه accesoires رني ربحتها الان بصح علابالي شهر جاي تبقاو تكولي كريدي منحتاجش كود لالغاءها يرحم بوك متقوليش خاص خلي عام يستفاد ناس,0,fb
Aƀɗḝŋọûṟ Ȼħ,21/07/20 18:30:02,2,الشبكه الانترنت ضعيفه جدا,-1,fb
Alex Andro,21/07/20 18:30:50,0,Comment désactiver une bonne flis pour toute le gratuit de messenger djezzy il me saouullee,-1,fb
Wathik Kd,21/07/20 18:32:01,0,Khoya repondi b3atlk f prv,0,fb
Berriah Mohamed Amine,21/07/20 18:35:11,9,مصداقيه الكذب ربحت رمضان تلفون حتي الدرك ماعطيتوهليش,-1,fb
Djezzy,21/07/20 18:39:38,0,Wathik Kd مساء الخير،ناكد انه سيتم الرد علي رسالتك فور الاطلاع عليها زهره جازي  بخير,0,fb
Chihab Chihab,21/07/20 18:48:22,3,عرض 600دج هايل علاه نحيتوه ربي يعاونك زهره؟,0,fb
Made Leine,21/07/20 18:56:14,2,سلام مانقدرش ناكتيفي عرض يوتوب محدود فايسبوك محدود شريحه جيزي ايزي بلاما نخلص 50 الف الاشتراك ياريت تلغو الاشتراك شريحه جيزي ايزي,0,fb
Smail Kh,21/07/20 19:03:15,0,عندي réclamation توجور نبعثلكم الخاص حياه لمن تنادي,0,fb
ۥٰ ۥٰ,21/07/20 19:11:07,3,وراه التلفون نتاعي اللي ربحتو قبل ونرعد نتفاهمو,0,fb
Halim Hilmi,21/07/20 19:18:02,0,امتياز 100علاش نحتوه,0,fb
Taher Nacer,21/07/20 19:22:35,0,ظال نشيكي مصحلي والو,0,fb
Djezzy,21/07/20 19:28:09,0,ممكن توضيح فضلك ؟,0,fb
Rììm Kà,21/07/20 19:29:18,0,Conx ta3kom kolyoum hagda Rani abonné jdid,0,fb
Chakib Kik,21/07/20 19:33:38,0,فضلكم اشتراك مسابقه حملت تطبيق جيزي,0,fb
Houari Houari,21/07/20 19:50:40,0,عندي اشكال,0,fb
Djezzy,21/07/20 19:59:05,1,نعم، تهز الهاتف ديالك تشغيل التطبيق  بخير حظ سعيد ، نسرين جازي,0,fb
Belo Milano,21/07/20 20:54:40,1,خرجت بلي ربحت power bank نديها ؟,0,fb
Amar ManUnited,21/07/20 21:48:11,0,سلام اخي حبيت نغير الشريحه نرجعها شريحه عاديه,0,fb
جمال الدين,21/07/20 22:09:23,1,ان شاء الله نربحو حاجه مشارك يستنا بتوفيق,0,fb
Lion Calme,21/07/20 23:07:22,0,منيش فاهم كفاش ندير باه نشارك,0,fb
Stivane Stiv,22/07/20 00:08:58,6,الله يبارك,1,fb
Stivane Stiv,22/07/20 00:11:01,0,السلام,0,fb
Jimi Jimi,22/07/20 06:23:32,0,عندي مشكل,-1,fb
Haroun Zabaiou,22/07/20 06:26:32,0,حكايه quiz instawin كفاش نلعبوها,0,fb
يسرا يسرا,22/07/20 08:25:53,0,عندي مشكل فجازي منفليكسي تنحولي,0,fb
Djezzy,22/07/20 08:51:29,0,ان شاء الله =),-1,fb
Djezzy,22/07/20 09:44:39,0,Younes Heran Ulrمرحبا ، لقد تم الرد علي رسالتك الخاص تحتوي علي نفس جازي,0,fb
Abdelhak Challal,22/07/20 09:54:35,1,150 دج راحو باطل علاه هالدا تسرقوا فالناس حرام,-1,fb
خليل محمد,22/07/20 09:57:49,3,كلتونا الدراهم والو,-1,fb
Allaeddine Saifi,22/07/20 10:22:19,0,ريقلولنا الكونيكسيون بغيتو,-1,fb
Kawter Kri,22/07/20 10:27:09,0,شبكه ضعيفه فهمني نخدم بيها,-1,fb
Djezzy,22/07/20 11:04:16,0,تم الرد علي رسالتك الخاص بخير  نسرين جازي,0,fb
Kader Kader,22/07/20 11:51:21,1,خدماتي عندها عمر سنه 2006 برقمي 0771423 ربحونا راني خاسه بزاف دراهم هه رجعونا شوي,-1,fb
Djezzy,22/07/20 11:58:42,0,مرحبا ،لعبه Shake and Win تكلف رصيد ، فقط يجب الدخول للتطبيق تحريك الهاتف لاكتشاف جازي :),0,fb
Djezzy,22/07/20 12:15:03,1,وعليكم السلام :),0,fb
Mimo Lazizi,22/07/20 12:25:44,0,ندير كنطلع الابلكاسيو نربح,0,fb
Moussa Tayeb,22/07/20 14:03:20,0,قلتولي نفتحولك الخط ديالك ونتوما عيطتولي وبعد بلعطتوني,0,fb
Abdellah Abdellah,22/07/20 14:18:55,0,اليوم وصلتني الهديه، شكرا جيزي,1,fb
Louis Moleenon,22/07/20 14:38:09,3,Djezzy هيه اسوا شركت اتصالات الجزاءر ممكن العالم، يكن رقمي مرطبط بشغلي لرميته القماما تنتمي djezzy,-1,fb
Abdelmadjid Abdelmadjid,22/07/20 14:54:09,0,عندي مشكل بطاقتي فضلكم جاوبوني,0,fb
Djezzy,22/07/20 15:32:32,0,مرحبا،ماهو الاشكال فضلك ؟ يمكننا مساعدتك ؟زهره جازي,0,fb
Alî Kambo,22/07/20 16:34:44,2,مفهمتش سقسيت علي الانترنت بيها رجعت مثل السلحفات وانتم قلتولي عطينا رقم المنزل دخل رقم المنزل انترنت الهاتف,-1,fb
Sïnÿ Óürïtâ,22/07/20 17:15:19,1,شبكه ضعيفه,-1,fb
Keyser Söze,22/07/20 18:43:18,0,Msg privé,0,fb
Djezzy,22/07/20 18:59:51,1,تم الرد علي رسالتك جازي,0,fb
Adel Nicivibus,22/07/20 19:19:46,0,ماكتيفي 800 دج عرض امتياز خلصتلي البارح رحت فليكسيت باه ناكتيفيها مالقيتهاش العروض امتياز كامل راحو بقات 190 دج علاه علاه ندير بيها هاذي عرفتكم نحيتوها والله مانفليكسي اذا ماكمش راح تردوها قولولي,-1,fb
Trésor Perdu,23/07/20 13:41:18,0,نحيتولي ريزو عندي ريزو ميقدروش يعيطولي ناس موقف هكا مزالي ١١جيقا علاه كوبيتلي نعيطلكم ني خدمه زباءن ني واله,0,fb
تسنيم تسنيم,23/07/20 13:56:22,0,علاه نحيتو عروض امتياز,0,fb
Küçük Äñńe,23/07/20 14:00:17,1,راني نستناا تيليفون عندي شهرين ملي ربحت  تعبان بزاف  تعبان بزاف,-1,fb
Nada Belatrache,23/07/20 14:32:06,0,ريڨلونا جد لاكونكسيو زهره جيزي ختي علي وجه ربي ني نلعب بوبجي تتعاودلي اللقطه 175775 مره ريڨلوها يرحم شوابين هاه,-1,fb
Djezzy,23/07/20 15:41:46,1,مرحبا،ممكن توضيح فضلك ؟زهره جازي,0,fb
Islem Islem,23/07/20 16:49:22,0,لحكايه هادي,0,fb
Souu Zane,23/07/20 20:53:12,0,ربحت ايكوتور نجيبهم  فوق الراس  تبعتوهم ؟,0,fb
محمد يسعد,23/07/20 21:08:14,0,نفليكسي تسرقولي لزينيتي,-1,fb
Mohamed Belahcen,24/07/20 09:04:42,0,رجعولنا العرض امتياز100,0,fb
Bouchra Bd,24/07/20 12:53:35,0,ودي الواحد قاعد نورمال حتي سكرتولو لابيس لاه لاه  يبكي,-1,fb
Adlanou Kab,24/07/20 15:17:30,0,Jai pas encore reçu mon cadeau ça fait 3 mois,0,fb
Radia Brune,25/07/20 01:10:53,0,مفهمتش كيفا نلعب ؟,0,fb
Kâ Rïm,25/07/20 06:12:53,2,استطيع الفوز ليجيغا اكتر مرا,0,fb
Hichem Zaoui,25/07/20 06:30:42,1,مشكل تدفق الانترنيت كليتونا  شتم  شتم,-1,fb
Hamza Kitatni,25/07/20 10:42:00,1,الانترنت مازالت ضعيفه  غاضب  ذكي  فوق الراس,-1,fb
Bilal Az,25/07/20 10:46:20,1,الهدايا ريقلونا الكونيكيوا اذا بغيتوا,0,fb
Habib Sito Habib Sito,25/07/20 14:16:59,1,تم,0,fb
Habib Sito Habib Sito,25/07/20 14:17:44,1,تم,0,fb
Youcef Menadi,25/07/20 14:35:45,1,ممكن استفسار ؟؟,0,fb
Soufian Mahdi,25/07/20 16:56:07,0,عرض امتياز نحتوحه,0,fb
Ni Nou,25/07/20 17:38:54,1,Doka ana andi Izzy haba nglbha imtiyaz na9dr min nglbha w naactiviha n3wd nrdha Izzy kima knt,0,fb
Slamani FatiMa,25/07/20 17:44:38,1,دايمن تخلاص كونكسيو قبل 3 جوغ علاه,0,fb
سفيرة السعادة,25/07/20 19:15:43,1,الله يبارك انشاء الله,1,fb
Graza Àbdo,25/07/20 20:32:36,1,السلام,0,fb
Djezzy,25/07/20 20:55:34,0,مرحبانعتذر الاضطرابات الشبكه وندعوك لتقديم عبر رساله خاصه(Messenger) توضيح علي الاشكال التغطيه والانترنت بالمنطقه تتواجد رقمك الهاتفي والعنوان وكذلك احداثيات المنطقه (GPS) لتحويله المصلحه التقنيهشكرا :),0,fb
Djezzy,25/07/20 20:56:51,0,مرحباندعوك لمراسلتنا علي Messenger لمساعدتك الخدمه :),0,fb
Djezzy,25/07/20 20:58:46,0,مرحباندعوك لمراسلتنا علي Messenger لمساعدتك الخدمه :),0,fb
Toufik Tayib,26/07/20 10:07:14,0,صباح خير,0,fb
Dihya Aimene,26/07/20 14:12:00,0,شكرا وصلني الكادو  عاشق  عاشق,1,fb
Ami Bon,07/07/20 13:33:31,0,حث علي التفكير التامل,0,fb
Kadi Kadanov,07/07/20 13:34:35,0,زهره توحشناك بغيتي زعمه  تعبان وناعس,-1,fb
حبيبة مرزوقي,07/07/20 13:35:29,3,امتياز مرجعتوش 80الف  مفهمش,-1,fb
Fateh Çhinwi,07/07/20 13:39:32,0,عندي لبيس جيزي عندها بزاف عندي مي تبلوكات معلباليش سبب ونا راني محتاجها بزاف مقدرتش نتقرب لكاش نقطه جيزي بسبب عدم وجود نقل ادا ممكن تعطولي حل اكون فلمتناول نرجع لبيس اقرب وقت وشكرا,0,fb
Mohamed Belidi,07/07/20 13:42:53,0,رجعولي امتياز 60الف 80الف,0,fb
Ikaz Mourad,07/07/20 13:43:55,0,Ok,0,fb
Kama Tchou,07/07/20 13:45:25,0,Arezki Aziz هدرا  يفكر  يفكر,0,fb
هواري كيليتش,07/07/20 13:46:02,0,وبهذه المناسبه مدام جيزي  من هنا  مطرقة,0,fb
Islamo Nor,07/07/20 13:49:29,4,"نزيدش نشارك خلاص المسابقات تخليك تطمع تربح الريح يطيح المورال تقول عنديش الزهر الحقيقه ""اللاعب حميده الرشام حميده "" = ""زيتنا دقيقنا""",-1,fb
Diab Walid,07/07/20 13:50:15,0,راح العرض 60جيقا,0,fb
Amine El Rouji,07/07/20 13:56:13,0,ريقلونا الكونيكسيو الرحمه علي والديكم,-1,fb
Abdo Abdo,07/07/20 13:57:25,0,جبتها machine ومربحتش,-1,fb
Malak Malouka,07/07/20 14:07:43,0,تتلعب هادي مسابقه,0,fb
Abdelkader Ahmed Benaissa,07/07/20 14:08:17,0,هه راح بلاي,0,fb
حسرومي صالح,07/07/20 14:16:21,0,لماذا انترنيت تنفذ بسرعه ميغا يخلاصو,-1,fb
Sid Ahmed Hamidou,07/07/20 14:17:25,0,باصيتونا بهاذ لالين باغي نرجع الرقم نتاعي عادي ايرجون,-1,fb
Sousita Channel,07/07/20 14:42:54,0,Li rbah yji ygolna hna la sah,0,fb
Archéologue Zelboun,07/07/20 14:48:42,0,ديرونا مطولا شهريه سحب,0,fb
Djezzy,07/07/20 15:05:06,0,شكرا :),1,fb
Charfouh Kada,07/07/20 15:09:32,0,تم,1,fb
Dispositifs Sémiotiques,07/07/20 15:11:00,0,بيها الانترنت والريزو خلاص النهار؟,-1,fb
Amer Habitouche,07/07/20 15:22:02,0,الاتصال والانترنات راهي كارثه بلديه الياشير برج بوعريريج مانقدرش حتي نتاصل خدمه الزباءن,-1,fb
Norine Brahmi,07/07/20 15:26:07,0,المسابقات شاركنا بصح الهدايا حاجه ماوصلت ، راني رمضان مسابقه شايكي واربح ، لليوم مالحقتنيش الهديه ربحتها  ذكي,0,fb
Djezzy,07/07/20 15:32:46,0,عرض متوفر علي 44 فضلك ؟,0,fb
Rahmani Salaheddine,07/07/20 15:40:40,0,قانون المسابقه دايرين اربع فاءزين وذرك,0,fb
Youcef Skikdi,07/07/20 15:49:50,0,ديما نلعب والربحه,0,fb
Djezzy,07/07/20 15:50:01,0,العفو، واجبنا :),0,fb
مصباح بلغياط,07/07/20 15:50:24,0,خدمونا 4 جي جيجل,0,fb
ČõRå Bíkã,07/07/20 16:04:53,0,صح,0,fb
Babour Naaim,07/07/20 16:26:04,0,Jai deux numéros Djezzy lun quand je contacte ma femme me répond lautre numéros je narrive pas à la rejoindre la standardiste qui me répond,0,fb
Fouad Karim,07/07/20 16:46:05,0,Djezzy راهم نحاولي عروض امتياز هاذي عندها شهر انه رقمي قديم لماذا,0,fb
Mohamed Ayoub Mechakra,07/07/20 17:08:47,0,كونكسيون عندها زوز ايام راهي كارثا,-1,fb
جمال الدين,07/07/20 17:11:49,0,لعقوبه لينا مربحنا والو,0,fb
Wassim Brahim Senhadji,07/07/20 17:13:30,0,3lh l 4g te3 djeezy twila khfifa ghi f lil w t9ila f sbahh,-1,fb
Djezzy,07/07/20 17:20:38,1,مرحبا،الرجاء تقديم رقم الهاتف الاسم اللقب علي الخاص لمعرفه سبب التوقف امكانيه جازي :),0,fb
Циркон Синий,07/07/20 17:51:04,0,Djezzy زيدولنا حجم الانترنت عرض 200 دج 60 جيغا قليله ويمكن ان تخفضو مكافءه المكالمات تبلغ 700 دج باقي الشبكات,0,fb
Oum Mohamed Adam,07/07/20 17:59:32,0,جازي نديزاكتيفي خدمات 404 ديتولي كامل دراهمي,0,fb
Adel Labani,07/07/20 18:03:44,0,Ghir a3edlou reseau nta3kom aw habelna,-1,fb
بن شتيوي أيومن,07/07/20 18:58:27,2,جيزي يحدث الريزو انتاعكم هاذه الايام والله العظبم كاارثه بكل المقاييسصواحي العاصمه هه,-1,fb
بن شتيوي أيومن,07/07/20 19:00:39,0,نعرف لمن اشتكيكم والله اتاخر دقيقه واحده السرقه محاسب,-1,fb
بن شتيوي أيومن,07/07/20 19:02:35,0,بعثت رساءل علي الخاص 3 ايام حياه لمن تنادي,0,fb
Rabie Hector,07/07/20 19:44:10,0,زهره ديري لافار وزوجي وقت الكورونا تخسري دراهم قاطوا دراهم العرس ديروا بيهم فواياج  يضحك,0,fb
Hāmzã Ļã,07/07/20 20:04:13,2,المهم سرعه تدفق الانترنيت ثقيله بزاف بالرغم انها 4G,-1,fb
Soufiane Nouali,07/08/20 0:38:24,2,Connexion 4 g ماتصلحش فراك سي بون وليت ماناكتيفيش علي جال التغطيه تاعكم ارتقو ناس راهي 5g وحنا 4 g زعمه والفايده قرنون,-1,fb
